url,url_lenght,is_https,ip_format,dot_count,suspect_char,html_input,activate_days,page_rank,certificate,redirect,https_text,caract_hifen,iframe
https://chromewebstore.google.com/,0.0034,1,0,0.02,0,1,0,0.713,0,0,0,0,0
